feature_name,event_name,aggregation_type,aggregation_field,price_per_unit
openai-modeling-gpt-5-nano-cachedPromptTokens,openai-modeling-gpt-5-nano,SUM,cachedPromptTokens,0.000000005
openai-voicemail-detection-gpt-5-nano-cachedPromptTokens,openai-voicemail-detection-gpt-5-nano,SUM,cachedPromptTokens,0.000000005
openai-modeling-completion-gpt-5-nano-cachedPromptTokens,openai-modeling-completion-gpt-5-nano,SUM,cachedPromptTokens,0.000000005
openai-knowledge-base-gpt-5-nano-cachedPromptTokens,openai-knowledge-base-gpt-5-nano,SUM,cachedPromptTokens,0.000000005
openai-modeling-gpt-4.1-promptTokens,openai-modeling-gpt-4.1,SUM,promptTokens,0.000002
openai-voicemail-detection-gpt-4.1-promptTokens,openai-voicemail-detection-gpt-4.1,SUM,promptTokens,0.000002
openai-modeling-completion-gpt-4.1-promptTokens,openai-modeling-completion-gpt-4.1,SUM,promptTokens,0.000002
openai-knowledge-base-gpt-4.1-promptTokens,openai-knowledge-base-gpt-4.1,SUM,promptTokens,0.000002
openai-modeling-gpt-4.1-completionTokens,openai-modeling-gpt-4.1,SUM,completionTokens,0.000008
openai-voicemail-detection-gpt-4.1-completionTokens,openai-voicemail-detection-gpt-4.1,SUM,completionTokens,0.000008
openai-modeling-completion-gpt-4.1-completionTokens,openai-modeling-completion-gpt-4.1,SUM,completionTokens,0.000008
openai-knowledge-base-gpt-4.1-completionTokens,openai-knowledge-base-gpt-4.1,SUM,completionTokens,0.000008
openai-modeling-gpt-4.1-cachedPromptTokens,openai-modeling-gpt-4.1,SUM,cachedPromptTokens,0.0000005
openai-voicemail-detection-gpt-4.1-cachedPromptTokens,openai-voicemail-detection-gpt-4.1,SUM,cachedPromptTokens,0.0000005
openai-modeling-completion-gpt-4.1-cachedPromptTokens,openai-modeling-completion-gpt-4.1,SUM,cachedPromptTokens,0.0000005
openai-knowledge-base-gpt-4.1-cachedPromptTokens,openai-knowledge-base-gpt-4.1,SUM,cachedPromptTokens,0.0000005
openai-modeling-gpt-4.1-mini-promptTokens,openai-modeling-gpt-4.1-mini,SUM,promptTokens,0.00000040000000000000003
openai-voicemail-detection-gpt-4.1-mini-promptTokens,openai-voicemail-detection-gpt-4.1-mini,SUM,promptTokens,0.00000040000000000000003
openai-modeling-completion-gpt-4.1-mini-promptTokens,openai-modeling-completion-gpt-4.1-mini,SUM,promptTokens,0.00000040000000000000003
openai-knowledge-base-gpt-4.1-mini-promptTokens,openai-knowledge-base-gpt-4.1-mini,SUM,promptTokens,0.00000040000000000000003
openai-modeling-gpt-4.1-mini-completionTokens,openai-modeling-gpt-4.1-mini,SUM,completionTokens,0.0000016000000000000001
openai-voicemail-detection-gpt-4.1-mini-completionTokens,openai-voicemail-detection-gpt-4.1-mini,SUM,completionTokens,0.0000016000000000000001
openai-modeling-completion-gpt-4.1-mini-completionTokens,openai-modeling-completion-gpt-4.1-mini,SUM,completionTokens,0.0000016000000000000001
openai-knowledge-base-gpt-4.1-mini-completionTokens,openai-knowledge-base-gpt-4.1-mini,SUM,completionTokens,0.0000016000000000000001
openai-modeling-gpt-4.1-mini-cachedPromptTokens,openai-modeling-gpt-4.1-mini,SUM,cachedPromptTokens,0.00000010000000000000001
openai-voicemail-detection-gpt-4.1-mini-cachedPromptTokens,openai-voicemail-detection-gpt-4.1-mini,SUM,cachedPromptTokens,0.00000010000000000000001
openai-modeling-completion-gpt-4.1-mini-cachedPromptTokens,openai-modeling-completion-gpt-4.1-mini,SUM,cachedPromptTokens,0.00000010000000000000001
openai-knowledge-base-gpt-4.1-mini-cachedPromptTokens,openai-knowledge-base-gpt-4.1-mini,SUM,cachedPromptTokens,0.00000010000000000000001
openai-modeling-gpt-4.1-nano-promptTokens,openai-modeling-gpt-4.1-nano,SUM,promptTokens,0.00000010000000000000001
openai-voicemail-detection-gpt-4.1-nano-promptTokens,openai-voicemail-detection-gpt-4.1-nano,SUM,promptTokens,0.00000010000000000000001
openai-modeling-completion-gpt-4.1-nano-promptTokens,openai-modeling-completion-gpt-4.1-nano,SUM,promptTokens,0.00000010000000000000001
openai-knowledge-base-gpt-4.1-nano-promptTokens,openai-knowledge-base-gpt-4.1-nano,SUM,promptTokens,0.00000010000000000000001
openai-modeling-gpt-4.1-nano-completionTokens,openai-modeling-gpt-4.1-nano,SUM,completionTokens,0.00000040000000000000003
openai-voicemail-detection-gpt-4.1-nano-completionTokens,openai-voicemail-detection-gpt-4.1-nano,SUM,completionTokens,0.00000040000000000000003
openai-modeling-completion-gpt-4.1-nano-completionTokens,openai-modeling-completion-gpt-4.1-nano,SUM,completionTokens,0.00000040000000000000003
openai-knowledge-base-gpt-4.1-nano-completionTokens,openai-knowledge-base-gpt-4.1-nano,SUM,completionTokens,0.00000040000000000000003
openai-modeling-gpt-4.1-nano-cachedPromptTokens,openai-modeling-gpt-4.1-nano,SUM,cachedPromptTokens,0.000000025000000000000002
openai-voicemail-detection-gpt-4.1-nano-cachedPromptTokens,openai-voicemail-detection-gpt-4.1-nano,SUM,cachedPromptTokens,0.000000025000000000000002
openai-modeling-completion-gpt-4.1-nano-cachedPromptTokens,openai-modeling-completion-gpt-4.1-nano,SUM,cachedPromptTokens,0.000000025000000000000002
openai-knowledge-base-gpt-4.1-nano-cachedPromptTokens,openai-knowledge-base-gpt-4.1-nano,SUM,cachedPromptTokens,0.000000025000000000000002
openai-modeling-gpt-4o-promptTokens,openai-modeling-gpt-4o,SUM,promptTokens,0.0000025
openai-voicemail-detection-gpt-4o-promptTokens,openai-voicemail-detection-gpt-4o,SUM,promptTokens,0.0000025
openai-modeling-completion-gpt-4o-promptTokens,openai-modeling-completion-gpt-4o,SUM,promptTokens,0.0000025
openai-knowledge-base-gpt-4o-promptTokens,openai-knowledge-base-gpt-4o,SUM,promptTokens,0.0000025
openai-modeling-gpt-4o-completionTokens,openai-modeling-gpt-4o,SUM,completionTokens,0.00001
openai-voicemail-detection-gpt-4o-completionTokens,openai-voicemail-detection-gpt-4o,SUM,completionTokens,0.00001
openai-modeling-completion-gpt-4o-completionTokens,openai-modeling-completion-gpt-4o,SUM,completionTokens,0.00001
openai-knowledge-base-gpt-4o-completionTokens,openai-knowledge-base-gpt-4o,SUM,completionTokens,0.00001
openai-modeling-gpt-4o-2024-05-13-promptTokens,openai-modeling-gpt-4o-2024-05-13,SUM,promptTokens,0.000005
openai-voicemail-detection-gpt-4o-2024-05-13-promptTokens,openai-voicemail-detection-gpt-4o-2024-05-13,SUM,promptTokens,0.000005
openai-modeling-completion-gpt-4o-2024-05-13-promptTokens,openai-modeling-completion-gpt-4o-2024-05-13,SUM,promptTokens,0.000005
openai-knowledge-base-gpt-4o-2024-05-13-promptTokens,openai-knowledge-base-gpt-4o-2024-05-13,SUM,promptTokens,0.000005
openai-modeling-gpt-4o-2024-05-13-completionTokens,openai-modeling-gpt-4o-2024-05-13,SUM,completionTokens,0.000015
openai-voicemail-detection-gpt-4o-2024-05-13-completionTokens,openai-voicemail-detection-gpt-4o-2024-05-13,SUM,completionTokens,0.000015
openai-modeling-completion-gpt-4o-2024-05-13-completionTokens,openai-modeling-completion-gpt-4o-2024-05-13,SUM,completionTokens,0.000015
openai-knowledge-base-gpt-4o-2024-05-13-completionTokens,openai-knowledge-base-gpt-4o-2024-05-13,SUM,completionTokens,0.000015
openai-modeling-gpt-4o-2024-08-06-promptTokens,openai-modeling-gpt-4o-2024-08-06,SUM,promptTokens,0.0000025
openai-voicemail-detection-gpt-4o-2024-08-06-promptTokens,openai-voicemail-detection-gpt-4o-2024-08-06,SUM,promptTokens,0.0000025
openai-modeling-completion-gpt-4o-2024-08-06-promptTokens,openai-modeling-completion-gpt-4o-2024-08-06,SUM,promptTokens,0.0000025
openai-knowledge-base-gpt-4o-2024-08-06-promptTokens,openai-knowledge-base-gpt-4o-2024-08-06,SUM,promptTokens,0.0000025
openai-modeling-gpt-4o-2024-08-06-completionTokens,openai-modeling-gpt-4o-2024-08-06,SUM,completionTokens,0.00001
openai-voicemail-detection-gpt-4o-2024-08-06-completionTokens,openai-voicemail-detection-gpt-4o-2024-08-06,SUM,completionTokens,0.00001
openai-modeling-completion-gpt-4o-2024-08-06-completionTokens,openai-modeling-completion-gpt-4o-2024-08-06,SUM,completionTokens,0.00001
openai-knowledge-base-gpt-4o-2024-08-06-completionTokens,openai-knowledge-base-gpt-4o-2024-08-06,SUM,completionTokens,0.00001
openai-modeling-gpt-4o-2024-11-20-promptTokens,openai-modeling-gpt-4o-2024-11-20,SUM,promptTokens,0.0000025
openai-voicemail-detection-gpt-4o-2024-11-20-promptTokens,openai-voicemail-detection-gpt-4o-2024-11-20,SUM,promptTokens,0.0000025
openai-modeling-completion-gpt-4o-2024-11-20-promptTokens,openai-modeling-completion-gpt-4o-2024-11-20,SUM,promptTokens,0.0000025
openai-knowledge-base-gpt-4o-2024-11-20-promptTokens,openai-knowledge-base-gpt-4o-2024-11-20,SUM,promptTokens,0.0000025
openai-modeling-gpt-4o-2024-11-20-completionTokens,openai-modeling-gpt-4o-2024-11-20,SUM,completionTokens,0.00001
openai-voicemail-detection-gpt-4o-2024-11-20-completionTokens,openai-voicemail-detection-gpt-4o-2024-11-20,SUM,completionTokens,0.00001
openai-modeling-completion-gpt-4o-2024-11-20-completionTokens,openai-modeling-completion-gpt-4o-2024-11-20,SUM,completionTokens,0.00001
openai-knowledge-base-gpt-4o-2024-11-20-completionTokens,openai-knowledge-base-gpt-4o-2024-11-20,SUM,completionTokens,0.00001
openai-modeling-gpt-4o-mini-promptTokens,openai-modeling-gpt-4o-mini,SUM,promptTokens,0.00000015
openai-voicemail-detection-gpt-4o-mini-promptTokens,openai-voicemail-detection-gpt-4o-mini,SUM,promptTokens,0.00000015
openai-modeling-completion-gpt-4o-mini-promptTokens,openai-modeling-completion-gpt-4o-mini,SUM,promptTokens,0.00000015
openai-knowledge-base-gpt-4o-mini-promptTokens,openai-knowledge-base-gpt-4o-mini,SUM,promptTokens,0.00000015
openai-modeling-gpt-4o-mini-completionTokens,openai-modeling-gpt-4o-mini,SUM,completionTokens,0.0000006
openai-voicemail-detection-gpt-4o-mini-completionTokens,openai-voicemail-detection-gpt-4o-mini,SUM,completionTokens,0.0000006
openai-modeling-completion-gpt-4o-mini-completionTokens,openai-modeling-completion-gpt-4o-mini,SUM,completionTokens,0.0000006
openai-knowledge-base-gpt-4o-mini-completionTokens,openai-knowledge-base-gpt-4o-mini,SUM,completionTokens,0.0000006
openai-modeling-gpt-4o-mini-2024-07-18-promptTokens,openai-modeling-gpt-4o-mini-2024-07-18,SUM,promptTokens,0.00000015
openai-voicemail-detection-gpt-4o-mini-2024-07-18-promptTokens,openai-voicemail-detection-gpt-4o-mini-2024-07-18,SUM,promptTokens,0.00000015
openai-modeling-completion-gpt-4o-mini-2024-07-18-promptTokens,openai-modeling-completion-gpt-4o-mini-2024-07-18,SUM,promptTokens,0.00000015
openai-knowledge-base-gpt-4o-mini-2024-07-18-promptTokens,openai-knowledge-base-gpt-4o-mini-2024-07-18,SUM,promptTokens,0.00000015
openai-modeling-gpt-4o-mini-2024-07-18-completionTokens,openai-modeling-gpt-4o-mini-2024-07-18,SUM,completionTokens,0.0000006
openai-voicemail-detection-gpt-4o-mini-2024-07-18-completionTokens,openai-voicemail-detection-gpt-4o-mini-2024-07-18,SUM,completionTokens,0.0000006
openai-modeling-completion-gpt-4o-mini-2024-07-18-completionTokens,openai-modeling-completion-gpt-4o-mini-2024-07-18,SUM,completionTokens,0.0000006
openai-knowledge-base-gpt-4o-mini-2024-07-18-completionTokens,openai-knowledge-base-gpt-4o-mini-2024-07-18,SUM,completionTokens,0.0000006
openai-modeling-o3-promptTokens,openai-modeling-o3,SUM,promptTokens,0.000002
openai-voicemail-detection-o3-promptTokens,openai-voicemail-detection-o3,SUM,promptTokens,0.000002
openai-modeling-completion-o3-promptTokens,openai-modeling-completion-o3,SUM,promptTokens,0.000002
openai-knowledge-base-o3-promptTokens,openai-knowledge-base-o3,SUM,promptTokens,0.000002
openai-modeling-o3-completionTokens,openai-modeling-o3,SUM,completionTokens,0.000008
openai-voicemail-detection-o3-completionTokens,openai-voicemail-detection-o3,SUM,completionTokens,0.000008
openai-modeling-completion-o3-completionTokens,openai-modeling-completion-o3,SUM,completionTokens,0.000008
openai-knowledge-base-o3-completionTokens,openai-knowledge-base-o3,SUM,completionTokens,0.000008
openai-modeling-o3-mini-promptTokens,openai-modeling-o3-mini,SUM,promptTokens,0.0000011
openai-voicemail-detection-o3-mini-promptTokens,openai-voicemail-detection-o3-mini,SUM,promptTokens,0.0000011
openai-modeling-completion-o3-mini-promptTokens,openai-modeling-completion-o3-mini,SUM,promptTokens,0.0000011
openai-knowledge-base-o3-mini-promptTokens,openai-knowledge-base-o3-mini,SUM,promptTokens,0.0000011
openai-modeling-o3-mini-completionTokens,openai-modeling-o3-mini,SUM,completionTokens,0.0000044
openai-voicemail-detection-o3-mini-completionTokens,openai-voicemail-detection-o3-mini,SUM,completionTokens,0.0000044
openai-modeling-completion-o3-mini-completionTokens,openai-modeling-completion-o3-mini,SUM,completionTokens,0.0000044
openai-knowledge-base-o3-mini-completionTokens,openai-knowledge-base-o3-mini,SUM,completionTokens,0.0000044
openai-modeling-o4-mini-promptTokens,openai-modeling-o4-mini,SUM,promptTokens,0.0000011
openai-voicemail-detection-o4-mini-promptTokens,openai-voicemail-detection-o4-mini,SUM,promptTokens,0.0000011
openai-modeling-completion-o4-mini-promptTokens,openai-modeling-completion-o4-mini,SUM,promptTokens,0.0000011
openai-knowledge-base-o4-mini-promptTokens,openai-knowledge-base-o4-mini,SUM,promptTokens,0.0000011
openai-modeling-o4-mini-completionTokens,openai-modeling-o4-mini,SUM,completionTokens,0.0000044
openai-voicemail-detection-o4-mini-completionTokens,openai-voicemail-detection-o4-mini,SUM,completionTokens,0.0000044
openai-modeling-completion-o4-mini-completionTokens,openai-modeling-completion-o4-mini,SUM,completionTokens,0.0000044
openai-knowledge-base-o4-mini-completionTokens,openai-knowledge-base-o4-mini,SUM,completionTokens,0.0000044
openai-modeling-gpt-4-turbo-promptTokens,openai-modeling-gpt-4-turbo,SUM,promptTokens,0.00001
openai-voicemail-detection-gpt-4-turbo-promptTokens,openai-voicemail-detection-gpt-4-turbo,SUM,promptTokens,0.00001
openai-modeling-completion-gpt-4-turbo-promptTokens,openai-modeling-completion-gpt-4-turbo,SUM,promptTokens,0.00001
openai-knowledge-base-gpt-4-turbo-promptTokens,openai-knowledge-base-gpt-4-turbo,SUM,promptTokens,0.00001
openai-modeling-gpt-4-turbo-completionTokens,openai-modeling-gpt-4-turbo,SUM,completionTokens,0.00003
openai-voicemail-detection-gpt-4-turbo-completionTokens,openai-voicemail-detection-gpt-4-turbo,SUM,completionTokens,0.00003
openai-modeling-completion-gpt-4-turbo-completionTokens,openai-modeling-completion-gpt-4-turbo,SUM,completionTokens,0.00003
openai-knowledge-base-gpt-4-turbo-completionTokens,openai-knowledge-base-gpt-4-turbo,SUM,completionTokens,0.00003
openai-modeling-gpt-4-turbo-2024-04-09-promptTokens,openai-modeling-gpt-4-turbo-2024-04-09,SUM,promptTokens,0.00001
openai-voicemail-detection-gpt-4-turbo-2024-04-09-promptTokens,openai-voicemail-detection-gpt-4-turbo-2024-04-09,SUM,promptTokens,0.00001
openai-modeling-completion-gpt-4-turbo-2024-04-09-promptTokens,openai-modeling-completion-gpt-4-turbo-2024-04-09,SUM,promptTokens,0.00001
openai-knowledge-base-gpt-4-turbo-2024-04-09-promptTokens,openai-knowledge-base-gpt-4-turbo-2024-04-09,SUM,promptTokens,0.00001
openai-modeling-gpt-4-turbo-2024-04-09-completionTokens,openai-modeling-gpt-4-turbo-2024-04-09,SUM,completionTokens,0.00003
openai-voicemail-detection-gpt-4-turbo-2024-04-09-completionTokens,openai-voicemail-detection-gpt-4-turbo-2024-04-09,SUM,completionTokens,0.00003
openai-modeling-completion-gpt-4-turbo-2024-04-09-completionTokens,openai-modeling-completion-gpt-4-turbo-2024-04-09,SUM,completionTokens,0.00003
openai-knowledge-base-gpt-4-turbo-2024-04-09-completionTokens,openai-knowledge-base-gpt-4-turbo-2024-04-09,SUM,completionTokens,0.00003
openai-modeling-gpt-4-turbo-preview-promptTokens,openai-modeling-gpt-4-turbo-preview,SUM,promptTokens,0.00001
openai-voicemail-detection-gpt-4-turbo-preview-promptTokens,openai-voicemail-detection-gpt-4-turbo-preview,SUM,promptTokens,0.00001
openai-modeling-completion-gpt-4-turbo-preview-promptTokens,openai-modeling-completion-gpt-4-turbo-preview,SUM,promptTokens,0.00001
openai-knowledge-base-gpt-4-turbo-preview-promptTokens,openai-knowledge-base-gpt-4-turbo-preview,SUM,promptTokens,0.00001
openai-modeling-gpt-4-turbo-preview-completionTokens,openai-modeling-gpt-4-turbo-preview,SUM,completionTokens,0.00003
openai-voicemail-detection-gpt-4-turbo-preview-completionTokens,openai-voicemail-detection-gpt-4-turbo-preview,SUM,completionTokens,0.00003
openai-modeling-completion-gpt-4-turbo-preview-completionTokens,openai-modeling-completion-gpt-4-turbo-preview,SUM,completionTokens,0.00003
openai-knowledge-base-gpt-4-turbo-preview-completionTokens,openai-knowledge-base-gpt-4-turbo-preview,SUM,completionTokens,0.00003
openai-modeling-gpt-4-0125-preview-promptTokens,openai-modeling-gpt-4-0125-preview,SUM,promptTokens,0.00001
openai-voicemail-detection-gpt-4-0125-preview-promptTokens,openai-voicemail-detection-gpt-4-0125-preview,SUM,promptTokens,0.00001
openai-modeling-completion-gpt-4-0125-preview-promptTokens,openai-modeling-completion-gpt-4-0125-preview,SUM,promptTokens,0.00001
openai-knowledge-base-gpt-4-0125-preview-promptTokens,openai-knowledge-base-gpt-4-0125-preview,SUM,promptTokens,0.00001
openai-modeling-gpt-4-0125-preview-completionTokens,openai-modeling-gpt-4-0125-preview,SUM,completionTokens,0.00003
openai-voicemail-detection-gpt-4-0125-preview-completionTokens,openai-voicemail-detection-gpt-4-0125-preview,SUM,completionTokens,0.00003
openai-modeling-completion-gpt-4-0125-preview-completionTokens,openai-modeling-completion-gpt-4-0125-preview,SUM,completionTokens,0.00003
openai-knowledge-base-gpt-4-0125-preview-completionTokens,openai-knowledge-base-gpt-4-0125-preview,SUM,completionTokens,0.00003
openai-modeling-gpt-4-1106-preview-promptTokens,openai-modeling-gpt-4-1106-preview,SUM,promptTokens,0.00001
openai-voicemail-detection-gpt-4-1106-preview-promptTokens,openai-voicemail-detection-gpt-4-1106-preview,SUM,promptTokens,0.00001
openai-modeling-completion-gpt-4-1106-preview-promptTokens,openai-modeling-completion-gpt-4-1106-preview,SUM,promptTokens,0.00001
openai-knowledge-base-gpt-4-1106-preview-promptTokens,openai-knowledge-base-gpt-4-1106-preview,SUM,promptTokens,0.00001
openai-modeling-gpt-4-1106-preview-completionTokens,openai-modeling-gpt-4-1106-preview,SUM,completionTokens,0.00003
openai-voicemail-detection-gpt-4-1106-preview-completionTokens,openai-voicemail-detection-gpt-4-1106-preview,SUM,completionTokens,0.00003
openai-modeling-completion-gpt-4-1106-preview-completionTokens,openai-modeling-completion-gpt-4-1106-preview,SUM,completionTokens,0.00003
openai-knowledge-base-gpt-4-1106-preview-completionTokens,openai-knowledge-base-gpt-4-1106-preview,SUM,completionTokens,0.00003
openai-modeling-gpt-4-promptTokens,openai-modeling-gpt-4,SUM,promptTokens,0.00003
openai-voicemail-detection-gpt-4-promptTokens,openai-voicemail-detection-gpt-4,SUM,promptTokens,0.00003
openai-modeling-completion-gpt-4-promptTokens,openai-modeling-completion-gpt-4,SUM,promptTokens,0.00003
openai-knowledge-base-gpt-4-promptTokens,openai-knowledge-base-gpt-4,SUM,promptTokens,0.00003
openai-modeling-gpt-4-completionTokens,openai-modeling-gpt-4,SUM,completionTokens,0.00006
openai-voicemail-detection-gpt-4-completionTokens,openai-voicemail-detection-gpt-4,SUM,completionTokens,0.00006
openai-modeling-completion-gpt-4-completionTokens,openai-modeling-completion-gpt-4,SUM,completionTokens,0.00006
openai-knowledge-base-gpt-4-completionTokens,openai-knowledge-base-gpt-4,SUM,completionTokens,0.00006
openai-modeling-gpt-4-0613-promptTokens,openai-modeling-gpt-4-0613,SUM,promptTokens,0.00003
openai-voicemail-detection-gpt-4-0613-promptTokens,openai-voicemail-detection-gpt-4-0613,SUM,promptTokens,0.00003
openai-modeling-completion-gpt-4-0613-promptTokens,openai-modeling-completion-gpt-4-0613,SUM,promptTokens,0.00003
openai-knowledge-base-gpt-4-0613-promptTokens,openai-knowledge-base-gpt-4-0613,SUM,promptTokens,0.00003
openai-modeling-gpt-4-0613-completionTokens,openai-modeling-gpt-4-0613,SUM,completionTokens,0.00006
openai-voicemail-detection-gpt-4-0613-completionTokens,openai-voicemail-detection-gpt-4-0613,SUM,completionTokens,0.00006
openai-modeling-completion-gpt-4-0613-completionTokens,openai-modeling-completion-gpt-4-0613,SUM,completionTokens,0.00006
openai-knowledge-base-gpt-4-0613-completionTokens,openai-knowledge-base-gpt-4-0613,SUM,completionTokens,0.00006
