feature_name,event_name,aggregation_type,aggregation_field,price_per_unit
speechmatics-transcriber-pl,speechmatics-transcriber-pl,SUM,numCharacters,0
cartesia-synthesizer-sonic,cartesia-synthesizer-sonic,SUM,durationMS,0
inworld-synthesizer,inworld-synthesizer,SUM,durationMS,0
google-transcriber-gemini-1.5-pro,google-transcriber-gemini-1.5-pro,SUM,numCharacters,0
anthropic-bedrock-modeling-claude-haiku-4-5-20251001,anthropic-bedrock-modeling-claude-haiku-4-5-20251001,SUM,,0
anthropic-vertex-modeling-claude-opus-4-5-20251101,anthropic-vertex-modeling-claude-opus-4-5-20251101,SUM,,0
mistral-modeling,mistral-modeling,SUM,,0
speechmatics-transcriber-hu,speechmatics-transcriber-hu,SUM,numCharacters,0
google-synthesizer-gemini-1.5-pro,google-synthesizer-gemini-1.5-pro,SUM,durationMS,0
rime-ai-synthesizer-v1,rime-ai-synthesizer-v1,SUM,durationMS,0
neuphonic-synthesizer-neu_hq,neuphonic-synthesizer-neu_hq,SUM,durationMS,0
google-synthesizer-gemini-1.5-flash,google-synthesizer-gemini-1.5-flash,SUM,durationMS,0
speechmatics-transcriber-bg,speechmatics-transcriber-bg,SUM,numCharacters,0
speechmatics-transcriber-en_es,speechmatics-transcriber-en_es,SUM,numCharacters,0
playht-synthesizer-Play3.0-mini,playht-synthesizer-Play3.0-mini,SUM,durationMS,0
anthropic-vertex-modeling-claude-sonnet-4-20250514,anthropic-vertex-modeling-claude-sonnet-4-20250514,SUM,,0
speechmatics-transcriber-ro,speechmatics-transcriber-ro,SUM,numCharacters,0
neuphonic-synthesizer-neu_fast,neuphonic-synthesizer-neu_fast,SUM,durationMS,0
speechmatics-transcriber-sv,speechmatics-transcriber-sv,SUM,numCharacters,0
rime-ai-synthesizer-mist,rime-ai-synthesizer-mist,SUM,durationMS,0
sesame-synthesizer,sesame-synthesizer,SUM,durationMS,0
hume-synthesizer,hume-synthesizer,SUM,durationMS,0
vapi-smallest-call-service,vapi-smallest-call-service,SUM,durationMS,0.0000003333333333
anthropic-modeling-claude-3-5-haiku-20241022,anthropic-modeling-claude-3-5-haiku-20241022,SUM,,0
speechmatics-transcriber-cs,speechmatics-transcriber-cs,SUM,numCharacters,0
anthropic-bedrock-modeling-claude-sonnet-4-5-20250929,anthropic-bedrock-modeling-claude-sonnet-4-5-20250929,SUM,,0
speechmatics-transcriber-yue,speechmatics-transcriber-yue,SUM,numCharacters,0
speechmatics-transcriber-ms,speechmatics-transcriber-ms,SUM,numCharacters,0
anthropic-bedrock-modeling-claude-3-7-sonnet-20250219,anthropic-bedrock-modeling-claude-3-7-sonnet-20250219,SUM,,0
speechmatics-transcriber-tr,speechmatics-transcriber-tr,SUM,numCharacters,0
speechmatics-transcriber-sl,speechmatics-transcriber-sl,SUM,numCharacters,0
anthropic-modeling-claude-opus-4-5-20251101,anthropic-modeling-claude-opus-4-5-20251101,SUM,,0
speechmatics-transcriber-pt,speechmatics-transcriber-pt,SUM,numCharacters,0
google-synthesizer-gemini-2.5-flash-lite,google-synthesizer-gemini-2.5-flash-lite,SUM,durationMS,0
google-knowledge-base-gemini-2.5-pro,google-knowledge-base-gemini-2.5-pro,SUM,,0
anthropic-bedrock-modeling-claude-opus-4-20250514,anthropic-bedrock-modeling-claude-opus-4-20250514,SUM,,0
anthropic-vertex-modeling-claude-opus-4-20250514,anthropic-vertex-modeling-claude-opus-4-20250514,SUM,,0
speechmatics-transcriber-nl,speechmatics-transcriber-nl,SUM,numCharacters,0
