feature_name,event_name,aggregation_type,aggregation_field,price_per_unit
OpenAI-knowledge-base-gpt-5-promptTokens,OpenAI-knowledge-base-gpt-5,SUM,promptTokens,1.25
OpenAI-modeling-gpt-5-completionTokens,OpenAI-modeling-gpt-5,SUM,completionTokens,10
OpenAI-voicemail-detection-gpt-5-completionTokens,OpenAI-voicemail-detection-gpt-5,SUM,completionTokens,10
OpenAI-modeling-completion-gpt-5-completionTokens,OpenAI-modeling-completion-gpt-5,SUM,completionTokens,10
OpenAI-knowledge-base-gpt-5-completionTokens,OpenAI-knowledge-base-gpt-5,SUM,completionTokens,10
OpenAI-modeling-gpt-5-cachedPromptTokens,OpenAI-modeling-gpt-5,SUM,cachedPromptTokens,0.125
OpenAI-voicemail-detection-gpt-5-cachedPromptTokens,OpenAI-voicemail-detection-gpt-5,SUM,cachedPromptTokens,0.125
OpenAI-modeling-completion-gpt-5-cachedPromptTokens,OpenAI-modeling-completion-gpt-5,SUM,cachedPromptTokens,0.125
OpenAI-knowledge-base-gpt-5-cachedPromptTokens,OpenAI-knowledge-base-gpt-5,SUM,cachedPromptTokens,0.125
OpenAI-modeling-gpt-5-mini-promptTokens,OpenAI-modeling-gpt-5-mini,SUM,promptTokens,0.25
OpenAI-voicemail-detection-gpt-5-mini-promptTokens,OpenAI-voicemail-detection-gpt-5-mini,SUM,promptTokens,0.25
OpenAI-modeling-completion-gpt-5-mini-promptTokens,OpenAI-modeling-completion-gpt-5-mini,SUM,promptTokens,0.25
OpenAI-knowledge-base-gpt-5-mini-promptTokens,OpenAI-knowledge-base-gpt-5-mini,SUM,promptTokens,0.25
OpenAI-modeling-gpt-5-mini-completionTokens,OpenAI-modeling-gpt-5-mini,SUM,completionTokens,2
OpenAI-voicemail-detection-gpt-5-mini-completionTokens,OpenAI-voicemail-detection-gpt-5-mini,SUM,completionTokens,2
OpenAI-modeling-completion-gpt-5-mini-completionTokens,OpenAI-modeling-completion-gpt-5-mini,SUM,completionTokens,2
OpenAI-knowledge-base-gpt-5-mini-completionTokens,OpenAI-knowledge-base-gpt-5-mini,SUM,completionTokens,2
OpenAI-modeling-gpt-5-mini-cachedPromptTokens,OpenAI-modeling-gpt-5-mini,SUM,cachedPromptTokens,0.025
OpenAI-voicemail-detection-gpt-5-mini-cachedPromptTokens,OpenAI-voicemail-detection-gpt-5-mini,SUM,cachedPromptTokens,0.025
OpenAI-modeling-completion-gpt-5-mini-cachedPromptTokens,OpenAI-modeling-completion-gpt-5-mini,SUM,cachedPromptTokens,0.025
OpenAI-knowledge-base-gpt-5-mini-cachedPromptTokens,OpenAI-knowledge-base-gpt-5-mini,SUM,cachedPromptTokens,0.025
OpenAI-modeling-gpt-5-nano-promptTokens,OpenAI-modeling-gpt-5-nano,SUM,promptTokens,0.05
OpenAI-voicemail-detection-gpt-5-nano-promptTokens,OpenAI-voicemail-detection-gpt-5-nano,SUM,promptTokens,0.05
OpenAI-modeling-completion-gpt-5-nano-promptTokens,OpenAI-modeling-completion-gpt-5-nano,SUM,promptTokens,0.05
OpenAI-knowledge-base-gpt-5-nano-promptTokens,OpenAI-knowledge-base-gpt-5-nano,SUM,promptTokens,0.05
OpenAI-modeling-gpt-5-nano-completionTokens,OpenAI-modeling-gpt-5-nano,SUM,completionTokens,0.4
OpenAI-voicemail-detection-gpt-5-nano-completionTokens,OpenAI-voicemail-detection-gpt-5-nano,SUM,completionTokens,0.4
OpenAI-modeling-completion-gpt-5-nano-completionTokens,OpenAI-modeling-completion-gpt-5-nano,SUM,completionTokens,0.4
OpenAI-knowledge-base-gpt-5-nano-completionTokens,OpenAI-knowledge-base-gpt-5-nano,SUM,completionTokens,0.4
OpenAI-modeling-gpt-5-nano-cachedPromptTokens,OpenAI-modeling-gpt-5-nano,SUM,cachedPromptTokens,0.005
OpenAI-voicemail-detection-gpt-5-nano-cachedPromptTokens,OpenAI-voicemail-detection-gpt-5-nano,SUM,cachedPromptTokens,0.005
OpenAI-modeling-completion-gpt-5-nano-cachedPromptTokens,OpenAI-modeling-completion-gpt-5-nano,SUM,cachedPromptTokens,0.005
OpenAI-knowledge-base-gpt-5-nano-cachedPromptTokens,OpenAI-knowledge-base-gpt-5-nano,SUM,cachedPromptTokens,0.005
OpenAI-modeling-gpt-4.1-promptTokens,OpenAI-modeling-gpt-4.1,SUM,promptTokens,2
OpenAI-voicemail-detection-gpt-4.1-promptTokens,OpenAI-voicemail-detection-gpt-4.1,SUM,promptTokens,2
OpenAI-modeling-completion-gpt-4.1-promptTokens,OpenAI-modeling-completion-gpt-4.1,SUM,promptTokens,2
OpenAI-knowledge-base-gpt-4.1-promptTokens,OpenAI-knowledge-base-gpt-4.1,SUM,promptTokens,2
OpenAI-modeling-gpt-4.1-completionTokens,OpenAI-modeling-gpt-4.1,SUM,completionTokens,8
OpenAI-voicemail-detection-gpt-4.1-completionTokens,OpenAI-voicemail-detection-gpt-4.1,SUM,completionTokens,8
OpenAI-modeling-completion-gpt-4.1-completionTokens,OpenAI-modeling-completion-gpt-4.1,SUM,completionTokens,8
OpenAI-knowledge-base-gpt-4.1-completionTokens,OpenAI-knowledge-base-gpt-4.1,SUM,completionTokens,8
OpenAI-modeling-gpt-4.1-cachedPromptTokens,OpenAI-modeling-gpt-4.1,SUM,cachedPromptTokens,0.5
OpenAI-voicemail-detection-gpt-4.1-cachedPromptTokens,OpenAI-voicemail-detection-gpt-4.1,SUM,cachedPromptTokens,0.5
OpenAI-modeling-completion-gpt-4.1-cachedPromptTokens,OpenAI-modeling-completion-gpt-4.1,SUM,cachedPromptTokens,0.5
OpenAI-knowledge-base-gpt-4.1-cachedPromptTokens,OpenAI-knowledge-base-gpt-4.1,SUM,cachedPromptTokens,0.5
OpenAI-modeling-gpt-4.1-mini-promptTokens,OpenAI-modeling-gpt-4.1-mini,SUM,promptTokens,0.4
OpenAI-voicemail-detection-gpt-4.1-mini-promptTokens,OpenAI-voicemail-detection-gpt-4.1-mini,SUM,promptTokens,0.4
OpenAI-modeling-completion-gpt-4.1-mini-promptTokens,OpenAI-modeling-completion-gpt-4.1-mini,SUM,promptTokens,0.4
OpenAI-knowledge-base-gpt-4.1-mini-promptTokens,OpenAI-knowledge-base-gpt-4.1-mini,SUM,promptTokens,0.4
OpenAI-modeling-gpt-4.1-mini-completionTokens,OpenAI-modeling-gpt-4.1-mini,SUM,completionTokens,1.6
OpenAI-voicemail-detection-gpt-4.1-mini-completionTokens,OpenAI-voicemail-detection-gpt-4.1-mini,SUM,completionTokens,1.6
OpenAI-modeling-completion-gpt-4.1-mini-completionTokens,OpenAI-modeling-completion-gpt-4.1-mini,SUM,completionTokens,1.6
OpenAI-knowledge-base-gpt-4.1-mini-completionTokens,OpenAI-knowledge-base-gpt-4.1-mini,SUM,completionTokens,1.6
OpenAI-modeling-gpt-4.1-mini-cachedPromptTokens,OpenAI-modeling-gpt-4.1-mini,SUM,cachedPromptTokens,0.1
OpenAI-voicemail-detection-gpt-4.1-mini-cachedPromptTokens,OpenAI-voicemail-detection-gpt-4.1-mini,SUM,cachedPromptTokens,0.1
OpenAI-modeling-completion-gpt-4.1-mini-cachedPromptTokens,OpenAI-modeling-completion-gpt-4.1-mini,SUM,cachedPromptTokens,0.1
OpenAI-knowledge-base-gpt-4.1-mini-cachedPromptTokens,OpenAI-knowledge-base-gpt-4.1-mini,SUM,cachedPromptTokens,0.1
OpenAI-modeling-gpt-4.1-nano-promptTokens,OpenAI-modeling-gpt-4.1-nano,SUM,promptTokens,0.1
OpenAI-voicemail-detection-gpt-4.1-nano-promptTokens,OpenAI-voicemail-detection-gpt-4.1-nano,SUM,promptTokens,0.1
OpenAI-modeling-completion-gpt-4.1-nano-promptTokens,OpenAI-modeling-completion-gpt-4.1-nano,SUM,promptTokens,0.1
OpenAI-knowledge-base-gpt-4.1-nano-promptTokens,OpenAI-knowledge-base-gpt-4.1-nano,SUM,promptTokens,0.1
OpenAI-modeling-gpt-4.1-nano-completionTokens,OpenAI-modeling-gpt-4.1-nano,SUM,completionTokens,0.4
OpenAI-voicemail-detection-gpt-4.1-nano-completionTokens,OpenAI-voicemail-detection-gpt-4.1-nano,SUM,completionTokens,0.4
OpenAI-modeling-completion-gpt-4.1-nano-completionTokens,OpenAI-modeling-completion-gpt-4.1-nano,SUM,completionTokens,0.4
OpenAI-knowledge-base-gpt-4.1-nano-completionTokens,OpenAI-knowledge-base-gpt-4.1-nano,SUM,completionTokens,0.4
OpenAI-modeling-gpt-4.1-nano-cachedPromptTokens,OpenAI-modeling-gpt-4.1-nano,SUM,cachedPromptTokens,0.025
OpenAI-voicemail-detection-gpt-4.1-nano-cachedPromptTokens,OpenAI-voicemail-detection-gpt-4.1-nano,SUM,cachedPromptTokens,0.025
OpenAI-modeling-completion-gpt-4.1-nano-cachedPromptTokens,OpenAI-modeling-completion-gpt-4.1-nano,SUM,cachedPromptTokens,0.025
OpenAI-knowledge-base-gpt-4.1-nano-cachedPromptTokens,OpenAI-knowledge-base-gpt-4.1-nano,SUM,cachedPromptTokens,0.025
OpenAI-modeling-gpt-4o-promptTokens,OpenAI-modeling-gpt-4o,SUM,promptTokens,2.5
OpenAI-voicemail-detection-gpt-4o-promptTokens,OpenAI-voicemail-detection-gpt-4o,SUM,promptTokens,2.5
OpenAI-modeling-completion-gpt-4o-promptTokens,OpenAI-modeling-completion-gpt-4o,SUM,promptTokens,2.5
OpenAI-knowledge-base-gpt-4o-promptTokens,OpenAI-knowledge-base-gpt-4o,SUM,promptTokens,2.5
OpenAI-modeling-gpt-4o-completionTokens,OpenAI-modeling-gpt-4o,SUM,completionTokens,10
OpenAI-voicemail-detection-gpt-4o-completionTokens,OpenAI-voicemail-detection-gpt-4o,SUM,completionTokens,10
OpenAI-modeling-completion-gpt-4o-completionTokens,OpenAI-modeling-completion-gpt-4o,SUM,completionTokens,10
OpenAI-knowledge-base-gpt-4o-completionTokens,OpenAI-knowledge-base-gpt-4o,SUM,completionTokens,10
OpenAI-modeling-gpt-4o-2024-05-13-promptTokens,OpenAI-modeling-gpt-4o-2024-05-13,SUM,promptTokens,5
OpenAI-voicemail-detection-gpt-4o-2024-05-13-promptTokens,OpenAI-voicemail-detection-gpt-4o-2024-05-13,SUM,promptTokens,5
OpenAI-modeling-completion-gpt-4o-2024-05-13-promptTokens,OpenAI-modeling-completion-gpt-4o-2024-05-13,SUM,promptTokens,5
OpenAI-knowledge-base-gpt-4o-2024-05-13-promptTokens,OpenAI-knowledge-base-gpt-4o-2024-05-13,SUM,promptTokens,5
OpenAI-modeling-gpt-4o-2024-05-13-completionTokens,OpenAI-modeling-gpt-4o-2024-05-13,SUM,completionTokens,15
OpenAI-voicemail-detection-gpt-4o-2024-05-13-completionTokens,OpenAI-voicemail-detection-gpt-4o-2024-05-13,SUM,completionTokens,15
OpenAI-modeling-completion-gpt-4o-2024-05-13-completionTokens,OpenAI-modeling-completion-gpt-4o-2024-05-13,SUM,completionTokens,15
OpenAI-knowledge-base-gpt-4o-2024-05-13-completionTokens,OpenAI-knowledge-base-gpt-4o-2024-05-13,SUM,completionTokens,15
OpenAI-modeling-gpt-4o-2024-08-06-promptTokens,OpenAI-modeling-gpt-4o-2024-08-06,SUM,promptTokens,2.5
OpenAI-voicemail-detection-gpt-4o-2024-08-06-promptTokens,OpenAI-voicemail-detection-gpt-4o-2024-08-06,SUM,promptTokens,2.5
OpenAI-modeling-completion-gpt-4o-2024-08-06-promptTokens,OpenAI-modeling-completion-gpt-4o-2024-08-06,SUM,promptTokens,2.5
OpenAI-knowledge-base-gpt-4o-2024-08-06-promptTokens,OpenAI-knowledge-base-gpt-4o-2024-08-06,SUM,promptTokens,2.5
OpenAI-modeling-gpt-4o-2024-08-06-completionTokens,OpenAI-modeling-gpt-4o-2024-08-06,SUM,completionTokens,10
OpenAI-voicemail-detection-gpt-4o-2024-08-06-completionTokens,OpenAI-voicemail-detection-gpt-4o-2024-08-06,SUM,completionTokens,10
OpenAI-modeling-completion-gpt-4o-2024-08-06-completionTokens,OpenAI-modeling-completion-gpt-4o-2024-08-06,SUM,completionTokens,10
OpenAI-knowledge-base-gpt-4o-2024-08-06-completionTokens,OpenAI-knowledge-base-gpt-4o-2024-08-06,SUM,completionTokens,10
OpenAI-modeling-gpt-4o-2024-11-20-promptTokens,OpenAI-modeling-gpt-4o-2024-11-20,SUM,promptTokens,2.5
OpenAI-voicemail-detection-gpt-4o-2024-11-20-promptTokens,OpenAI-voicemail-detection-gpt-4o-2024-11-20,SUM,promptTokens,2.5
OpenAI-modeling-completion-gpt-4o-2024-11-20-promptTokens,OpenAI-modeling-completion-gpt-4o-2024-11-20,SUM,promptTokens,2.5
OpenAI-knowledge-base-gpt-4o-2024-11-20-promptTokens,OpenAI-knowledge-base-gpt-4o-2024-11-20,SUM,promptTokens,2.5
OpenAI-modeling-gpt-4o-2024-11-20-completionTokens,OpenAI-modeling-gpt-4o-2024-11-20,SUM,completionTokens,10
OpenAI-voicemail-detection-gpt-4o-2024-11-20-completionTokens,OpenAI-voicemail-detection-gpt-4o-2024-11-20,SUM,completionTokens,10
OpenAI-modeling-completion-gpt-4o-2024-11-20-completionTokens,OpenAI-modeling-completion-gpt-4o-2024-11-20,SUM,completionTokens,10
OpenAI-knowledge-base-gpt-4o-2024-11-20-completionTokens,OpenAI-knowledge-base-gpt-4o-2024-11-20,SUM,completionTokens,10
OpenAI-modeling-gpt-4o-mini-promptTokens,OpenAI-modeling-gpt-4o-mini,SUM,promptTokens,0.15
OpenAI-voicemail-detection-gpt-4o-mini-promptTokens,OpenAI-voicemail-detection-gpt-4o-mini,SUM,promptTokens,0.15
OpenAI-modeling-completion-gpt-4o-mini-promptTokens,OpenAI-modeling-completion-gpt-4o-mini,SUM,promptTokens,0.15
OpenAI-knowledge-base-gpt-4o-mini-promptTokens,OpenAI-knowledge-base-gpt-4o-mini,SUM,promptTokens,0.15
OpenAI-modeling-gpt-4o-mini-completionTokens,OpenAI-modeling-gpt-4o-mini,SUM,completionTokens,0.6
OpenAI-voicemail-detection-gpt-4o-mini-completionTokens,OpenAI-voicemail-detection-gpt-4o-mini,SUM,completionTokens,0.6
OpenAI-modeling-completion-gpt-4o-mini-completionTokens,OpenAI-modeling-completion-gpt-4o-mini,SUM,completionTokens,0.6
OpenAI-knowledge-base-gpt-4o-mini-completionTokens,OpenAI-knowledge-base-gpt-4o-mini,SUM,completionTokens,0.6
OpenAI-modeling-gpt-4o-mini-2024-07-18-promptTokens,OpenAI-modeling-gpt-4o-mini-2024-07-18,SUM,promptTokens,0.15
OpenAI-voicemail-detection-gpt-4o-mini-2024-07-18-promptTokens,OpenAI-voicemail-detection-gpt-4o-mini-2024-07-18,SUM,promptTokens,0.15
OpenAI-modeling-completion-gpt-4o-mini-2024-07-18-promptTokens,OpenAI-modeling-completion-gpt-4o-mini-2024-07-18,SUM,promptTokens,0.15
OpenAI-knowledge-base-gpt-4o-mini-2024-07-18-promptTokens,OpenAI-knowledge-base-gpt-4o-mini-2024-07-18,SUM,promptTokens,0.15
OpenAI-modeling-gpt-4o-mini-2024-07-18-completionTokens,OpenAI-modeling-gpt-4o-mini-2024-07-18,SUM,completionTokens,0.6
OpenAI-voicemail-detection-gpt-4o-mini-2024-07-18-completionTokens,OpenAI-voicemail-detection-gpt-4o-mini-2024-07-18,SUM,completionTokens,0.6
OpenAI-modeling-completion-gpt-4o-mini-2024-07-18-completionTokens,OpenAI-modeling-completion-gpt-4o-mini-2024-07-18,SUM,completionTokens,0.6
OpenAI-knowledge-base-gpt-4o-mini-2024-07-18-completionTokens,OpenAI-knowledge-base-gpt-4o-mini-2024-07-18,SUM,completionTokens,0.6
OpenAI-modeling-o3-promptTokens,OpenAI-modeling-o3,SUM,promptTokens,2
OpenAI-voicemail-detection-o3-promptTokens,OpenAI-voicemail-detection-o3,SUM,promptTokens,2
OpenAI-modeling-completion-o3-promptTokens,OpenAI-modeling-completion-o3,SUM,promptTokens,2
OpenAI-knowledge-base-o3-promptTokens,OpenAI-knowledge-base-o3,SUM,promptTokens,2
OpenAI-modeling-o3-completionTokens,OpenAI-modeling-o3,SUM,completionTokens,8
OpenAI-voicemail-detection-o3-completionTokens,OpenAI-voicemail-detection-o3,SUM,completionTokens,8
OpenAI-modeling-completion-o3-completionTokens,OpenAI-modeling-completion-o3,SUM,completionTokens,8
OpenAI-knowledge-base-o3-completionTokens,OpenAI-knowledge-base-o3,SUM,completionTokens,8
OpenAI-modeling-o3-mini-promptTokens,OpenAI-modeling-o3-mini,SUM,promptTokens,1.1
OpenAI-voicemail-detection-o3-mini-promptTokens,OpenAI-voicemail-detection-o3-mini,SUM,promptTokens,1.1
OpenAI-modeling-completion-o3-mini-promptTokens,OpenAI-modeling-completion-o3-mini,SUM,promptTokens,1.1
OpenAI-knowledge-base-o3-mini-promptTokens,OpenAI-knowledge-base-o3-mini,SUM,promptTokens,1.1
OpenAI-modeling-o3-mini-completionTokens,OpenAI-modeling-o3-mini,SUM,completionTokens,4.4
OpenAI-voicemail-detection-o3-mini-completionTokens,OpenAI-voicemail-detection-o3-mini,SUM,completionTokens,4.4
OpenAI-modeling-completion-o3-mini-completionTokens,OpenAI-modeling-completion-o3-mini,SUM,completionTokens,4.4
OpenAI-knowledge-base-o3-mini-completionTokens,OpenAI-knowledge-base-o3-mini,SUM,completionTokens,4.4
OpenAI-modeling-o4-mini-promptTokens,OpenAI-modeling-o4-mini,SUM,promptTokens,1.1
OpenAI-voicemail-detection-o4-mini-promptTokens,OpenAI-voicemail-detection-o4-mini,SUM,promptTokens,1.1
OpenAI-modeling-completion-o4-mini-promptTokens,OpenAI-modeling-completion-o4-mini,SUM,promptTokens,1.1
OpenAI-knowledge-base-o4-mini-promptTokens,OpenAI-knowledge-base-o4-mini,SUM,promptTokens,1.1
OpenAI-modeling-o4-mini-completionTokens,OpenAI-modeling-o4-mini,SUM,completionTokens,4.4
OpenAI-voicemail-detection-o4-mini-completionTokens,OpenAI-voicemail-detection-o4-mini,SUM,completionTokens,4.4
OpenAI-modeling-completion-o4-mini-completionTokens,OpenAI-modeling-completion-o4-mini,SUM,completionTokens,4.4
OpenAI-knowledge-base-o4-mini-completionTokens,OpenAI-knowledge-base-o4-mini,SUM,completionTokens,4.4
OpenAI-modeling-gpt-4-turbo-promptTokens,OpenAI-modeling-gpt-4-turbo,SUM,promptTokens,10
OpenAI-voicemail-detection-gpt-4-turbo-promptTokens,OpenAI-voicemail-detection-gpt-4-turbo,SUM,promptTokens,10
OpenAI-modeling-completion-gpt-4-turbo-promptTokens,OpenAI-modeling-completion-gpt-4-turbo,SUM,promptTokens,10
OpenAI-knowledge-base-gpt-4-turbo-promptTokens,OpenAI-knowledge-base-gpt-4-turbo,SUM,promptTokens,10
OpenAI-modeling-gpt-4-turbo-completionTokens,OpenAI-modeling-gpt-4-turbo,SUM,completionTokens,30
OpenAI-voicemail-detection-gpt-4-turbo-completionTokens,OpenAI-voicemail-detection-gpt-4-turbo,SUM,completionTokens,30
OpenAI-modeling-completion-gpt-4-turbo-completionTokens,OpenAI-modeling-completion-gpt-4-turbo,SUM,completionTokens,30
OpenAI-knowledge-base-gpt-4-turbo-completionTokens,OpenAI-knowledge-base-gpt-4-turbo,SUM,completionTokens,30
OpenAI-modeling-gpt-4-turbo-2024-04-09-promptTokens,OpenAI-modeling-gpt-4-turbo-2024-04-09,SUM,promptTokens,10
OpenAI-voicemail-detection-gpt-4-turbo-2024-04-09-promptTokens,OpenAI-voicemail-detection-gpt-4-turbo-2024-04-09,SUM,promptTokens,10
OpenAI-modeling-completion-gpt-4-turbo-2024-04-09-promptTokens,OpenAI-modeling-completion-gpt-4-turbo-2024-04-09,SUM,promptTokens,10
OpenAI-knowledge-base-gpt-4-turbo-2024-04-09-promptTokens,OpenAI-knowledge-base-gpt-4-turbo-2024-04-09,SUM,promptTokens,10
OpenAI-modeling-gpt-4-turbo-2024-04-09-completionTokens,OpenAI-modeling-gpt-4-turbo-2024-04-09,SUM,completionTokens,30
OpenAI-voicemail-detection-gpt-4-turbo-2024-04-09-completionTokens,OpenAI-voicemail-detection-gpt-4-turbo-2024-04-09,SUM,completionTokens,30
OpenAI-modeling-completion-gpt-4-turbo-2024-04-09-completionTokens,OpenAI-modeling-completion-gpt-4-turbo-2024-04-09,SUM,completionTokens,30
OpenAI-knowledge-base-gpt-4-turbo-2024-04-09-completionTokens,OpenAI-knowledge-base-gpt-4-turbo-2024-04-09,SUM,completionTokens,30
OpenAI-modeling-gpt-4-turbo-preview-promptTokens,OpenAI-modeling-gpt-4-turbo-preview,SUM,promptTokens,10
OpenAI-voicemail-detection-gpt-4-turbo-preview-promptTokens,OpenAI-voicemail-detection-gpt-4-turbo-preview,SUM,promptTokens,10
OpenAI-modeling-completion-gpt-4-turbo-preview-promptTokens,OpenAI-modeling-completion-gpt-4-turbo-preview,SUM,promptTokens,10
OpenAI-knowledge-base-gpt-4-turbo-preview-promptTokens,OpenAI-knowledge-base-gpt-4-turbo-preview,SUM,promptTokens,10
OpenAI-modeling-gpt-4-turbo-preview-completionTokens,OpenAI-modeling-gpt-4-turbo-preview,SUM,completionTokens,30
OpenAI-voicemail-detection-gpt-4-turbo-preview-completionTokens,OpenAI-voicemail-detection-gpt-4-turbo-preview,SUM,completionTokens,30
OpenAI-modeling-completion-gpt-4-turbo-preview-completionTokens,OpenAI-modeling-completion-gpt-4-turbo-preview,SUM,completionTokens,30
OpenAI-knowledge-base-gpt-4-turbo-preview-completionTokens,OpenAI-knowledge-base-gpt-4-turbo-preview,SUM,completionTokens,30
OpenAI-modeling-gpt-4-0125-preview-promptTokens,OpenAI-modeling-gpt-4-0125-preview,SUM,promptTokens,10
OpenAI-voicemail-detection-gpt-4-0125-preview-promptTokens,OpenAI-voicemail-detection-gpt-4-0125-preview,SUM,promptTokens,10
OpenAI-modeling-completion-gpt-4-0125-preview-promptTokens,OpenAI-modeling-completion-gpt-4-0125-preview,SUM,promptTokens,10
OpenAI-knowledge-base-gpt-4-0125-preview-promptTokens,OpenAI-knowledge-base-gpt-4-0125-preview,SUM,promptTokens,10
OpenAI-modeling-gpt-4-0125-preview-completionTokens,OpenAI-modeling-gpt-4-0125-preview,SUM,completionTokens,30
OpenAI-voicemail-detection-gpt-4-0125-preview-completionTokens,OpenAI-voicemail-detection-gpt-4-0125-preview,SUM,completionTokens,30
OpenAI-modeling-completion-gpt-4-0125-preview-completionTokens,OpenAI-modeling-completion-gpt-4-0125-preview,SUM,completionTokens,30
OpenAI-knowledge-base-gpt-4-0125-preview-completionTokens,OpenAI-knowledge-base-gpt-4-0125-preview,SUM,completionTokens,30
OpenAI-modeling-gpt-4-1106-preview-promptTokens,OpenAI-modeling-gpt-4-1106-preview,SUM,promptTokens,10
OpenAI-voicemail-detection-gpt-4-1106-preview-promptTokens,OpenAI-voicemail-detection-gpt-4-1106-preview,SUM,promptTokens,10
OpenAI-modeling-completion-gpt-4-1106-preview-promptTokens,OpenAI-modeling-completion-gpt-4-1106-preview,SUM,promptTokens,10
OpenAI-knowledge-base-gpt-4-1106-preview-promptTokens,OpenAI-knowledge-base-gpt-4-1106-preview,SUM,promptTokens,10
OpenAI-modeling-gpt-4-1106-preview-completionTokens,OpenAI-modeling-gpt-4-1106-preview,SUM,completionTokens,30
OpenAI-voicemail-detection-gpt-4-1106-preview-completionTokens,OpenAI-voicemail-detection-gpt-4-1106-preview,SUM,completionTokens,30
OpenAI-modeling-completion-gpt-4-1106-preview-completionTokens,OpenAI-modeling-completion-gpt-4-1106-preview,SUM,completionTokens,30
OpenAI-knowledge-base-gpt-4-1106-preview-completionTokens,OpenAI-knowledge-base-gpt-4-1106-preview,SUM,completionTokens,30
OpenAI-modeling-gpt-4-promptTokens,OpenAI-modeling-gpt-4,SUM,promptTokens,30
OpenAI-voicemail-detection-gpt-4-promptTokens,OpenAI-voicemail-detection-gpt-4,SUM,promptTokens,30
OpenAI-modeling-completion-gpt-4-promptTokens,OpenAI-modeling-completion-gpt-4,SUM,promptTokens,30
OpenAI-knowledge-base-gpt-4-promptTokens,OpenAI-knowledge-base-gpt-4,SUM,promptTokens,30
OpenAI-modeling-gpt-4-completionTokens,OpenAI-modeling-gpt-4,SUM,completionTokens,60
OpenAI-voicemail-detection-gpt-4-completionTokens,OpenAI-voicemail-detection-gpt-4,SUM,completionTokens,60
